contour_id,point_id,x,y
16,16,79.0096,88.7356
16,17,78.9184,87.6908
16,18,79.1378,87.2453
17,0,65.5416,85.7498
17,1,67.5143,85.0670
17,2,67.4983,85.0755
17,3,69.4220,85.7646
17,4,70.3031,86.5801
17,5,70.9814,88.0741
17,6,71.0024,89.0745
17,7,70.9402,89.8121
17,8,70.1956,91.2372
17,9,69.1461,92.0740
17,10,67.2770,92.9115
17,11,67.7235,92.9059
17,12,65.8475,92.0767
17,13,64.7996,91.2413
17,14,64.0498,89.8490
17,15,64.0283,88.3395
17,16,64.0135,88.0556
17,17,64.2140,87.4082
17,18,65.1475,86.1338
18,0,50.5053,85.7223
18,1,52.3910,85.0566
18,2,52.4886,85.0680
18,3,53.4176,85.2368
18,4,54.8987,86.0900
18,5,55.8305,87.3182
18,6,56.0333,87.8638
18,7,55.9832,88.6237
18,8,55.9861,89.9587
18,9,55.2443,91.2840
18,10,54.1969,92.0932
18,11,52.3456,92.9301
18,12,52.8106,92.8879
18,13,50.8831,92.0596
18,14,49.8217,91.2130
18,15,49.0632,89.8135
18,16,49.0098,88.8131
18,17,49.0035,88.0150
18,18,49.2029,87.3938
18,19,50.1272,86.1177
19,0,35.0559,86.0504
19,1,36.5116,85.2059
19,2,37.4609,85.0567
19,3,37.6995,85.0474
19,4,38.4833,85.2245
19,5,39.9019,86.0907
19,6,40.8201,87.3467
19,7,41.0182,87.9230
19,8,40.9863,88.7248
19,9,40.9605,89.8819
19,10,40.2143,91.2524
19,11,39.1570,92.0769
19,12,37.2570,92.9098
19,13,37.7310,92.9164
19,14,35.8227,92.0845
19,15,34.7589,91.2754
19,16,34.0094,89.9733
19,17,34.0355,88.4226
19,18,33.9454,87.7643
19,19,34.1426,87.2736
20,0,19.9015,85.9197
20,1,21.4022,85.1341
20,2,22.8168,85.0483
20,3,22.7702,85.0494
20,4,24.4036,85.7383
20,5,25.2564,86.5995
20,6,25.9386,88.2770
20,7,25.9742,88.4881
20,8,25.8701,89.6047
20,9,25.0946,91.1191
20,10,24.0310,92.0173
20,11,22.1259,92.8413
20,12,22.4598,92.9724
20,13,20.6565,92.1384
20,14,20.2171,91.8456
20,15,19.1590,90.7690
20,16,18.8758,90.3222
20,17,18.0319,88.4964
20,18,18.1597,88.8908
20,19,19.0028,87.0051
21,0,109.7537,70.8789
21,1,111.6283,70.0657
21,2,111.2507,70.1193
21,3,113.1177,70.9341
21,4,114.1322,71.8234
21,5,114.8823,73.4058
21,6,114.9940,74.3475
21,7,114.9063,74.6440
21,8,114.1672,76.2284
21,9,113.1865,77.1034
21,10,111.2899,77.8958
21,11,111.6440,77.9238
21,12,109.7390,77.1339
21,13,108.7603,76.3068
21,14,108.0406,74.8596
21,15,108.0003,73.9180
21,16,108.0393,73.1384
21,17,108.7551,71.6919
22,0,94.9183,70.9441
22,1,96.6435,70.1548
22,2,96.6783,70.0129
22,3,97.2965,70.2236
22,4,98.9468,71.0410
22,5,99.9125,72.1459
22,6,100.1680,72.4260
22,7,100.9986,73.8566
22,8,100.1334,75.4042
22,9,99.8748,75.8030
22,10,98.8528,76.8946
22,11,97.0712,77.7398
22,12,96.8321,77.9962
22,13,96.8860,77.7893
22,14,95.0757,76.9502
22,15,94.0383,75.9451
22,16,93.2211,74.1966
22,17,93.0059,73.7774
22,18,93.1700,73.7679
22,19,93.9631,71.9413
23,0,79.9888,70.9908
23,1,81.5392,70.1816
23,2,82.4659,70.0246
23,3,82.5579,70.1040
23,4,84.2252,70.8471
23,5,85.1322,71.7904
23,6,85.8760,73.5443
23,7,85.9856,73.6214
23,8,85.8111,74.3797
23,9,85.0154,76.0203
23,10,83.9357,76.9625
23,11,82.0451,77.8263
23,12,82.4171,77.9736
23,13,80.7557,77.1001
23,14,79.6764,76.3412
23,15,78.9422,75.1553
23,16,78.0264,73.5377
23,17,78.8308,72.2878
23,18,79.0707,72.1301
24,0,65.0062,71.0057
24,1,66.4187,70.1654
24,2,67.3646,70.0394
24,3,67.7702,70.0408
24,4,68.5197,70.2229
24,5,69.8779,71.1228
24,6,70.7739,72.4770
24,7,70.9618,73.1876
24,8,70.9677,73.5541
24,9,70.8765,74.6473
24,10,70.0848,76.0998
24,11,68.9530,76.9761
24,12,67.1692,77.8927
24,13,67.7441,77.9182
24,14,65.9810,77.0087
24,15,64.8256,76.1872
24,16,64.0413,74.8936
24,17,64.4153,69.7375
24,18,63.9313,72.6582
24,19,64.1179,72.2381
25,0,49.9558,70.9570
25,1,51.2855,70.1200
25,2,51.9687,69.9961
25,3,53.1110,69.9806
25,4,53.6809,70.1490
25,5,54.9760,71.0243
25,6,55.8440,72.3421
25,7,56.0056,72.9685
25,8,56.0209,74.1941
25,9,55.8970,74.7354
25,10,55.0883,76.0971
25,11,53.9123,76.9580
25,12,54.9354,77.3161
25,13,48.9224,77.4662
25,14,51.0813,76.9628
25,15,49.8803,76.1257
25,16,49.0650,74.8431
25,17,48.8124,75.4974
25,18,48.9317,72.5892
25,19,49.1004,72.2214
26,0,34.8276,70.8338
26,1,36.0892,70.0356
26,2,40.5451,70.3425
26,3,38.3355,69.9318
26,4,38.7647,70.1154
26,5,40.0028,70.9970
26,6,40.8540,72.3393
26,7,41.0159,72.8951
26,8,40.9647,73.7253
26,9,40.8576,74.6477
26,10,40.0294,76.0316
26,11,38.7914,76.9008
26,12,38.4113,77.0740
26,13,33.3473,77.4485
26,14,36.1032,76.9564
26,15,34.8547,76.1411
26,16,34.0255,74.9443
26,17,33.5927,76.5167
26,18,31.5334,55.4128
26,19,34.0108,72.0244
27,0,20.8143,69.9367
27,1,22.1832,69.0020
27,2,23.4545,69.8759
27,3,23.8080,70.1082
27,4,24.9647,71.0417
27,5,25.8016,72.5106
27,6,25.9633,73.2806
27,7,25.9290,73.4431
27,8,25.7776,74.4345
27,9,24.9234,75.9164
27,10,23.6582,76.8285
27,11,23.0848,77.0190
27,12,22.3532,76.9794
27,13,21.1270,76.9568
27,14,19.7566,76.2056
27,15,18.9229,75.1507
27,16,18.1158,73.2357
27,17,18.0570,73.6372
27,18,18.8572,71.6731
27,19,19.1681,71.2250
27,20,20.2991,70.1917
28,0,109.7510,55.8855
28,1,111.5315,55.0415
28,2,111.1678,55.1521
28,3,113.0317,55.9816
28,4,114.0693,56.9069
28,5,114.8437,58.5169
28,6,114.9882,59.3310
28,7,114.8901,59.5366
28,8,114.1499,61.2187
28,9,113.1997,62.1194
28,10,111.3332,62.8862
28,11,111.5407,62.9415
28,12,109.6183,62.1925
28,13,108.6873,61.3993
28,14,107.9949,60.0185
28,15,107.9998,58.9841
28,16,108.0122,58.0405
28,17,108.7290,56.6772
29,0,94.8780,55.9206
29,1,96.7189,55.1541
29,2,96.7337,55.0164
29,3,97.3225,55.2266
29,4,98.9147,56.0683
29,5,99.8747,57.2167
29,6,100.1071,57.6257
29,7,100.9993,58.9161
29,8,100.0838,60.2595
29,9,99.8347,60.7344
29,10,98.8125,61.8610
29,11,98.4201,62.1673
29,12,96.6608,62.9862
29,13,96.8555,62.8129
29,14,95.0384,61.9759
29,15,93.9988,61.0017
29,16,93.1999,59.3037
29,17,93.0072,58.7826
29,18,93.1522,58.6792
29,19,93.9272,56.8874
30,0,79.8851,55.9057
30,1,81.3944,55.1250
30,2,82.2286,55.0054
30,3,82.6512,55.0943
30,4,84.2336,55.8296
30,5,85.1113,56.8102
30,6,85.8667,58.6718
30,7,85.9781,58.6026
30,8,85.7703,59.2646
30,9,84.9481,60.9317
30,10,83.8429,61.9061
30,11,83.5806,62.1571
30,12,82.3501,62.9825
30,13,80.8087,62.0727
30,14,79.6671,61.3255
30,15,78.9131,60.2121
30,16,78.0395,58.4884
30,17,78.1430,58.9528
30,18,79.0078,57.0149
31,0,64.8643,55.8728
31,1,66.1824,55.0703
31,2,-7.3405,48.8833
31,3,68.0346,54.9923
31,4,68.6504,55.1802
31,5,69.9103,56.0980
31,6,70.7746,57.5318
31,7,70.9440,58.3476
31,8,70.9587,58.6167
31,9,70.8174,59.5184
31,10,69.9810,60.9785
31,11,68.7739,61.8845
31,12,68.3903,62.0789
31,13,71.4862,61.5151
31,14,66.0895,61.9629
31,15,64.8486,61.1483
31,16,64.0271,59.9387
31,17,63.4482,62.7304
31,18,63.5428,54.9565
31,19,64.0302,57.0671
32,0,50.9636,54.9850
32,1,52.6166,54.0439
32,2,53.9139,54.8089
32,3,53.8827,55.0606
32,4,55.0434,55.9505
32,5,55.8631,57.3560
32,6,55.9960,58.0361
32,7,55.9600,58.7528
32,8,55.8080,59.5593
32,9,54.9408,60.9388
32,10,53.6303,61.8248
32,11,52.9177,61.9853
32,12,51.8805,62.0148
32,13,51.2966,61.8762
32,14,49.9513,61.0453
32,15,49.0795,59.8374
32,16,48.8658,59.6778
32,17,49.1327,59.3758
32,18,49.0013,57.0034
32,19,49.7805,55.7748
33,0,35.6507,54.8590
33,1,37.4822,54.0274
33,2,37.1569,54.1608
33,3,39.0157,54.9911
33,4,40.0857,55.8932
33,5,40.8759,57.3648
33,6,40.9986,58.0214
33,7,40.9290,58.6556
33,8,40.2571,60.3947
33,9,39.3962,61.2471
33,10,37.6174,61.9261
33,11,37.3599,61.9693
33,12,36.4620,61.8314
33,13,34.9835,61.0139
33,14,34.0685,59.8766
33,15,33.8216,59.6952
33,16,33.0135,58.3509
33,17,33.9092,56.7462
33,18,34.1744,56.2660
33,19,35.2176,55.1581
34,0,19.9527,54.9674
34,1,21.6824,54.1780
34,2,22.0142,54.0000
34,3,22.3277,54.1758
34,4,24.0583,54.9610
34,5,25.0438,55.9363
34,6,25.8223,57.6400
34,7,25.9955,58.2109
34,8,25.8552,58.3965
34,9,25.0869,60.1310
34,10,24.1303,61.0858
34,11,22.3623,61.8495
34,12,22.1526,61.9961
34,13,21.6316,61.8182
34,14,19.9641,61.0256
34,15,18.9951,60.0076
34,16,18.2046,58.2176
34,17,18.0009,57.9212
34,18,18.1870,57.7771
34,19,18.9812,55.9710
35,0,109.8220,40.9244
35,1,111.4464,40.0227
35,2,111.1067,40.1815
35,3,112.9176,41.0495
35,4,113.9955,42.0059
35,5,114.8048,43.6064
35,6,114.9855,44.2358
35,7,114.8685,44.3401
35,8,114.1295,46.2042
35,9,113.2124,47.1353
35,10,111.3868,47.8828
35,11,111.4463,47.9579
35,12,109.4562,47.2631
35,13,109.1181,46.9001
35,14,108.1626,45.7093
35,15,107.9425,45.2161
35,16,108.0061,44.1778
35,17,107.9900,42.9706
35,18,108.7237,41.6932
36,0,94.7672,40.8543
36,1,96.6115,40.1124
36,2,96.5583,40.0415
36,3,98.5784,40.7246
36,4,98.8991,41.0837
36,5,99.8552,42.2495
36,6,100.0835,42.7113
36,7,101.0000,43.9805
36,8,100.0733,45.2315
36,9,99.8281,45.7204
36,10,98.8156,46.8604
36,11,98.4199,47.1743
36,12,96.6635,47.9833
36,13,96.8567,47.8221
36,14,94.9880,47.0073
36,15,93.9490,46.0685
36,16,93.1619,44.4670
36,17,93.0097,43.7742
36,18,93.1163,43.5291
36,19,93.8455,41.7642
37,0,79.7961,40.8328
37,1,81.2424,40.0744
37,2,80.8942,39.9893
37,3,82.6947,40.0871
37,4,84.2346,40.8181
37,5,85.1023,41.8148
37,6,85.8700,43.7449
37,7,85.9595,43.4632
37,8,85.7292,44.1664
37,9,84.8929,45.8614
37,10,83.7353,46.8442
37,11,83.2327,47.0650
37,12,82.2412,47.9898
37,13,80.8796,47.0432
37,14,79.6704,46.3036
37,15,78.8982,45.2308
37,16,78.0649,43.3672
37,17,78.1108,43.8399
37,18,78.9497,41.9010
38,0,64.7305,40.7394
38,1,65.9473,39.9804
38,2,67.4136,40.0247
38,3,68.3684,39.9068
38,4,68.7727,40.1268
38,5,69.9436,41.0671
38,6,70.7786,42.5841
38,7,70.9513,43.3998
38,8,70.9231,43.4528
38,9,70.2618,45.4708
38,10,69.8769,45.8649
38,11,68.5897,46.7913
38,12,67.8909,46.9768
38,13,66.3497,47.0577
38,14,66.2498,46.9037
38,15,64.8964,46.0931
38,16,64.0325,44.9354
38,17,63.7347,45.3108
38,18,63.0437,43.6023
38,19,63.9546,41.8895
39,0,50.5882,39.8305
39,1,52.4239,39.0225
39,2,52.1705,39.1661
39,3,54.0402,39.9768
39,4,55.0872,40.8881
39,5,55.8692,42.4018
39,6,55.9941,43.1077
39,7,55.9160,43.6130
39,8,55.2272,45.3431
39,9,54.3439,46.2089
39,10,52.4919,46.9090
39,11,52.4272,46.9590
39,12,51.5613,46.7916
39,13,50.0472,45.9607
39,14,49.1072,44.8110
39,15,48.8728,44.4628
39,16,48.0016,43.1339
39,17,48.9138,41.7376
39,18,49.1661,41.2644
39,19,50.1872,40.1397
40,0,34.9599,39.9691
40,1,36.5721,39.1749
40,2,37.3965,39.0131
40,3,37.5072,39.1169
40,4,39.2094,39.8634
40,5,40.1447,40.7864
40,6,40.8837,42.4515
40,7,40.9991,42.8954
40,8,40.8688,43.5277
40,9,40.1074,45.1464
40,10,39.1008,46.0587
40,11,37.2433,46.8644
40,12,37.5563,46.9629
40,13,36.9089,46.7180
40,14,35.1538,45.8874
40,15,34.1303,44.8025
40,16,33.8568,44.3986
40,17,33.0142,42.6606
40,18,33.1850,42.9427
40,19,34.0282,41.0490
41,0,19.6469,39.7312
41,1,21.1519,39.0399
41,2,21.1374,39.0229
41,3,22.8471,39.0477
41,4,24.2696,39.7877
41,5,25.1212,40.7817
41,6,25.8843,42.6300
41,7,25.9592,42.3983
41,8,25.7355,43.1736
41,9,24.9143,44.8868
41,10,23.8056,45.8804
41,11,23.4318,46.1311
41,12,22.0628,46.9995
41,13,20.6297,46.1174
41,14,20.2169,45.8657
41,15,19.0946,44.8794
41,16,18.2655,43.2599
41,17,18.0593,42.4409
41,18,18.0964,42.6334
41,19,18.8241,40.6747
42,0,109.7902,25.9188
42,1,111.2546,25.0076
42,2,112.5156,25.8485
42,3,112.8282,26.1072
42,4,113.9256,27.0987
42,5,114.7465,28.7749
42,6,114.9605,29.5175
42,7,114.8809,29.3341
42,8,114.1177,31.1994
42,9,113.2335,32.1577
42,10,111.4988,32.8949
42,11,111.4338,32.9650
42,12,110.5627,32.7949
42,13,109.0454,31.9619
42,14,108.1129,30.7963
42,15,107.8918,30.4217
42,16,107.0129,29.3292
42,17,107.9594,27.8851
42,18,108.6866,26.6716
43,0,94.7309,25.8417
43,1,96.6003,25.0986
43,2,96.4298,25.0669
43,3,98.4526,25.7739
43,4,98.8386,26.1377
43,5,99.8050,27.3385
43,6,100.0397,27.8645
43,7,100.0001,29.4840
43,8,99.9965,29.9882
43,9,99.3131,31.3647
43,10,98.3326,32.1477
43,11,96.5003,32.9636
43,12,96.8373,32.8410
43,13,94.9667,32.0196
43,14,93.9306,31.0911
43,15,93.1679,29.4463
43,16,93.0421,27.8898
43,17,93.0664,28.2812
43,18,93.8059,26.7186
44,0,79.6927,25.7516
44,1,81.1236,25.0349
44,2,81.7292,25.0066
44,3,82.8403,25.0527
44,4,84.2268,25.8108
44,5,85.0678,26.8683
44,6,85.8959,28.7006
44,7,85.9337,28.2504
44,8,85.1157,30.2587
44,9,84.3485,31.3022
44,10,83.0284,32.0086
44,11,82.2343,31.9972
44,12,80.9645,32.0114
44,13,79.6752,31.2811
44,14,78.8845,30.2418
44,15,78.0900,28.2810
44,16,78.0805,28.6929
44,17,78.8872,26.7708
45,0,65.6946,24.8892
45,1,67.1993,24.0044
45,2,68.5955,24.8283
45,3,68.8581,25.0855
45,4,69.9624,26.0481
45,5,70.7829,27.6418
45,6,70.9657,28.4089
45,7,70.8928,28.3816
45,8,70.1719,30.2905
45,9,69.3148,31.2151
45,10,67.6354,31.9213
45,11,67.3533,31.9743
45,12,66.4392,31.8440
45,13,64.9540,31.0380
45,14,64.0434,29.9219
45,15,63.1908,28.0161
45,16,63.0099,28.2983
45,17,63.8847,26.6864
45,18,64.1633,26.2383
45,19,65.2413,25.1644
46,0,50.0078,25.0060
46,1,51.6467,24.2014
46,2,52.3516,24.0127
46,3,52.4328,24.1364
46,4,54.1604,24.8961
46,5,55.1186,25.8287
46,6,55.8751,27.4581
46,7,56.0001,27.8056
46,8,55.8616,28.4859
46,9,55.1073,30.1483
46,10,54.1015,31.0593
46,11,52.2124,31.8571
46,12,52.4897,31.9635
46,13,51.8859,31.7090
46,14,50.1671,30.8752
46,15,49.1467,29.7751
46,16,48.8791,29.3457
46,17,48.0087,27.7568
46,18,48.8014,26.2603
46,19,49.0618,26.1070
47,0,34.7400,24.7807
47,1,36.1446,24.0457
47,2,36.8384,23.9974
47,3,37.9185,24.0229
47,4,39.3672,24.7221
47,5,40.1972,25.6533
47,6,40.9029,27.5377
47,7,40.9595,27.5315
47,8,40.7809,28.3764
47,9,39.9568,29.9470
47,10,38.8025,30.8903
47,11,38.4550,31.1129
47,12,37.5483,30.9689
47,13,35.8777,31.0444
47,14,34.6757,30.2977
47,15,33.8934,29.2338
47,16,33.0784,27.3447
47,17,33.0978,27.8109
47,18,33.9216,25.8399
48,0,20.0906,24.0527
48,1,21.9567,23.1927
48,2,21.6516,23.0149
48,3,23.3308,23.8803
48,4,23.7727,24.1501
48,5,24.8693,25.1757
48,6,25.7097,26.8732
48,7,25.9530,27.5099
48,8,25.8765,27.1790
48,9,25.0914,29.1706
48,10,24.2398,30.1856
48,11,22.7320,30.9233
48,12,22.8559,31.0026
48,13,21.2450,30.9326
48,14,19.7092,30.2099
48,15,18.8410,29.2644
48,16,18.1134,27.4491
48,17,18.0200,27.3759
48,18,18.1868,26.5902
48,19,18.9939,24.9922
